City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
257,Batemans Bay,AU,2022-11-30 21:23:30,-35.7167,150.1833,64.09,74,60,1.45,broken clouds
258,Labytnangi,RU,2022-11-30 21:27:34,66.6572,66.4183,-6.3,99,7,1.79,clear sky
259,Auki,SB,2022-11-30 21:27:34,-8.7676,160.7034,79.75,82,100,2.89,light rain
260,Farafangana,MG,2022-11-30 21:27:34,-22.8167,47.8333,72.81,92,94,7.25,overcast clouds
261,Manokwari,ID,2022-11-30 21:27:35,-0.8667,134.0833,77.36,81,100,3.04,overcast clouds
262,Kasempa,ZM,2022-11-30 21:27:35,-13.4584,25.8338,66.47,84,78,4.12,broken clouds
263,Amuntai,ID,2022-11-30 21:27:36,-2.4177,115.2494,73.53,99,100,0.56,moderate rain
264,Dong Hoi,VN,2022-11-30 21:27:36,17.4833,106.6,76.35,88,100,6.4,overcast clouds
265,Gondanglegi,ID,2022-11-30 21:27:37,-7.7479,112.0132,74.08,87,99,11.92,overcast clouds
266,Natal,BR,2022-11-30 21:27:37,-5.795,-35.2094,81.25,73,20,12.66,few clouds
267,Srednekolymsk,RU,2022-11-30 21:27:38,67.45,153.6833,-13.09,99,100,5.77,light snow
268,Nome,US,2022-11-30 21:27:38,64.5011,-165.4064,24.87,81,100,10.36,snow
269,Rorvik,NO,2022-11-30 21:28:39,64.8621,11.2373,37.51,65,40,10.36,scattered clouds
270,San Cristobal,VE,2022-11-30 21:28:39,7.7669,-72.225,71.78,73,49,5.55,scattered clouds
271,Comodoro Rivadavia,AR,2022-11-30 21:28:40,-45.8667,-67.5,62.46,42,0,21.85,clear sky
272,Lagoa,PT,2022-11-30 21:28:40,39.05,-27.9833,61.99,75,2,7.99,clear sky
273,Tazovskiy,RU,2022-11-30 21:28:41,67.4667,78.7,-5.58,100,99,7.29,overcast clouds
274,Cururupu,BR,2022-11-30 21:25:28,-1.8283,-44.8683,76.1,91,89,3.76,overcast clouds
275,Vila Franca Do Campo,PT,2022-11-30 21:28:41,37.7167,-25.4333,61.21,86,61,3.91,broken clouds
276,Shakawe,BW,2022-11-30 21:28:42,-18.3667,21.85,79.02,31,37,6.53,scattered clouds
277,Hilo,US,2022-11-30 21:25:17,19.7297,-155.09,86.29,82,40,5.75,scattered clouds
278,Chara,RU,2022-11-30 21:28:42,56.9064,118.2631,-21.57,83,100,1.97,overcast clouds
279,Nepa Nagar,IN,2022-11-30 21:28:43,21.4667,76.4,64.58,55,99,3.71,overcast clouds
280,Deep River,CA,2022-11-30 21:28:43,46.1001,-77.4995,37.15,83,100,12.73,overcast clouds
281,Kodiak,US,2022-11-30 21:28:44,57.79,-152.4072,18.91,68,0,4.61,clear sky
282,Ahipara,NZ,2022-11-30 21:28:44,-35.1667,173.1667,61.29,70,99,15.77,overcast clouds
283,Kamaishi,JP,2022-11-30 21:28:45,39.2667,141.8833,35.76,59,78,6.35,broken clouds
284,Ordu,TR,2022-11-30 21:28:45,40.9086,37.6845,41.5,80,47,3.83,scattered clouds
285,Puerto Madryn,AR,2022-11-30 21:28:46,-42.7692,-65.0385,66.94,47,38,22.97,scattered clouds
286,Yarada,IN,2022-11-30 21:28:47,17.65,83.2667,75.52,94,4,2.3,mist
287,Rio Grande,BR,2022-11-30 21:28:47,-32.035,-52.0986,78.91,82,21,18.54,few clouds
288,Bandarbeyla,SO,2022-11-30 21:28:48,9.4942,50.8122,77.99,83,7,15.95,light rain
289,Petropavlovsk-Kamchatskiy,RU,2022-11-30 21:28:48,53.0452,158.6483,27.19,86,75,4.47,broken clouds
290,Miandrivazo,MG,2022-11-30 21:28:48,-19.5167,45.4667,77.94,74,67,1.9,broken clouds
291,Souillac,MU,2022-11-30 21:28:49,-20.5167,57.5167,73.78,83,40,2.3,light rain
292,Laguna,US,2022-11-30 21:28:49,38.421,-121.4238,61.05,45,0,10.36,clear sky
293,Mwinilunga,ZM,2022-11-30 21:28:50,-11.7358,24.4293,61.48,93,16,2.04,few clouds
294,Rampura,IN,2022-11-30 21:28:50,30.25,75.2333,58.51,32,0,3.85,clear sky
295,Rudbar,AF,2022-11-30 21:28:51,30.15,62.6,57.69,41,100,4.47,overcast clouds
296,Kiama,AU,2022-11-30 21:28:51,-34.6833,150.8667,66.0,79,100,3.56,overcast clouds
297,Sorel,CA,2022-11-30 21:28:52,46.0418,-73.1136,46.76,91,100,18.75,moderate rain
298,Taungdwingyi,MM,2022-11-30 21:28:52,20.0167,95.55,72.86,68,10,3.24,clear sky
299,Padang,ID,2022-11-30 21:28:53,-0.9492,100.3543,75.25,95,100,2.24,overcast clouds
300,Riberalta,BO,2022-11-30 21:28:53,-10.9833,-66.1,91.6,55,75,4.61,broken clouds
301,Bethanien,NA,2022-11-30 21:28:54,-26.502,17.1583,80.78,31,41,4.83,scattered clouds
302,Dodola,ET,2022-11-30 21:28:54,6.9833,39.1833,48.61,66,29,2.21,scattered clouds
303,Mercedes,AR,2022-11-30 21:28:55,-34.6515,-59.4307,74.64,69,100,17.4,overcast clouds
304,Havoysund,NO,2022-11-30 21:28:55,70.9963,24.6622,35.83,82,80,7.31,broken clouds
305,Salinopolis,BR,2022-11-30 21:28:56,-0.6136,-47.3561,80.13,75,100,7.11,overcast clouds
306,Brigantine,US,2022-11-30 21:26:46,39.4101,-74.3646,59.2,96,100,16.11,mist
307,Hakkari,TR,2022-11-30 21:28:56,37.5833,44.1667,31.78,100,75,2.3,mist
308,Thompson,CA,2022-11-30 21:26:34,55.7435,-97.8558,-11.04,58,20,9.22,few clouds
309,Quelimane,MZ,2022-11-30 21:28:57,-17.8786,36.8883,71.55,88,20,3.44,few clouds
310,Namibe,AO,2022-11-30 21:28:58,-15.1961,12.1522,70.65,71,80,2.89,broken clouds
311,Novoomskiy,RU,2022-11-30 21:28:58,54.8415,73.3017,-4.99,59,0,8.95,clear sky
312,Tezu,IN,2022-11-30 21:28:59,27.9167,96.1667,63.93,45,29,4.5,scattered clouds
313,Prince Rupert,CA,2022-11-30 21:24:38,54.3161,-130.3201,26.69,38,0,28.77,clear sky
314,Chuy,UY,2022-11-30 21:29:00,-33.6971,-53.4616,73.27,79,10,16.78,clear sky
315,Juba,SS,2022-11-30 21:29:00,4.8517,31.5825,78.04,56,88,3.33,overcast clouds
316,Ayr,GB,2022-11-30 21:30:01,55.4627,-4.6339,42.78,87,75,5.75,broken clouds
317,Ugoofaaru,MV,2022-11-30 21:30:01,5.6667,73.0,80.8,68,21,2.46,few clouds
318,Lazarev,RU,2022-11-30 21:30:03,52.225,141.5131,-5.69,84,100,7.23,overcast clouds
319,Hervey Bay,AU,2022-11-30 21:28:43,-25.2986,152.8535,69.76,88,100,25.68,overcast clouds
320,Coquimbo,CL,2022-11-30 21:30:07,-29.9533,-71.3436,65.93,68,100,10.36,overcast clouds
321,Ouesso,CG,2022-11-30 21:30:08,1.6136,16.0517,69.12,98,100,0.34,overcast clouds
322,Ust-Tarka,RU,2022-11-30 21:30:10,55.5672,75.705,-9.94,89,16,5.39,few clouds
323,Gallneukirchen,AT,2022-11-30 21:30:11,48.3543,14.4127,37.45,91,91,3.51,overcast clouds
324,Corrente,BR,2022-11-30 21:30:18,-3.7367,-43.3394,75.85,85,90,3.56,overcast clouds
325,Paamiut,GL,2022-11-30 21:30:19,61.994,-49.6678,25.83,84,100,45.54,overcast clouds
326,Bama,NG,2022-11-30 21:30:20,11.5221,13.6856,68.94,34,99,5.59,overcast clouds
327,San Luis,AR,2022-11-30 21:30:21,-33.295,-66.3356,77.5,38,79,14.36,broken clouds
328,Kavaratti,IN,2022-11-30 21:30:22,10.5669,72.642,80.92,74,4,3.4,clear sky
329,Ucluelet,CA,2022-11-30 21:30:23,48.9329,-125.5528,38.08,78,20,2.98,few clouds
330,Kita,ML,2022-11-30 21:30:23,13.0349,-9.4895,78.78,20,94,3.11,overcast clouds
331,Kutum,SD,2022-11-30 21:30:25,14.2,24.6667,69.96,27,13,7.29,few clouds
332,Novopokrovka,UA,2022-11-30 21:30:26,49.8425,36.5477,29.01,46,100,14.0,overcast clouds
333,Vanavara,RU,2022-11-30 21:30:27,60.34,102.2797,-2.27,98,100,4.54,overcast clouds
334,Morgan City,US,2022-11-30 21:27:48,29.6994,-91.2068,68.0,39,0,17.27,clear sky
335,Kenai,US,2022-11-30 21:30:29,60.5544,-151.2583,3.25,85,0,4.61,clear sky
336,Flinders,AU,2022-11-30 21:30:30,-34.5833,150.8552,65.25,79,100,4.0,overcast clouds
337,Cap Malheureux,MU,2022-11-30 21:30:31,-19.9842,57.6142,74.46,75,49,1.99,scattered clouds
338,Quatre Cocos,MU,2022-11-30 21:30:31,-20.2078,57.7625,74.08,74,35,7.49,light rain
339,Beberibe,BR,2022-11-30 21:30:33,-4.1797,-38.1306,78.71,75,69,11.18,broken clouds
340,Cruzeiro,BR,2022-11-30 21:30:34,-22.5761,-44.9628,71.76,92,45,1.05,moderate rain
341,Karacakoy,TR,2022-11-30 21:30:34,41.4029,28.3834,55.24,90,100,17.78,overcast clouds
342,Victoria,HK,2022-11-30 21:25:36,22.2855,114.1577,63.32,81,100,18.01,overcast clouds
343,Kruisfontein,ZA,2022-11-30 21:30:35,-34.0033,24.7314,64.89,72,8,4.54,clear sky
344,Coihaique,CL,2022-11-30 21:30:35,-45.5752,-72.0662,60.75,36,20,5.75,few clouds
345,Misratah,LY,2022-11-30 21:30:36,32.3754,15.0925,60.98,50,8,16.08,clear sky
346,Karratha,AU,2022-11-30 21:30:36,-20.7377,116.8463,80.89,57,91,7.7,light rain
347,Salekhard,RU,2022-11-30 21:30:37,66.53,66.6019,-8.66,100,7,1.72,clear sky
348,Berdigestyakh,RU,2022-11-30 21:30:37,62.0989,126.6992,-20.42,97,100,5.32,overcast clouds
349,Richmond,US,2022-11-30 21:26:20,37.5538,-77.4603,63.07,84,40,14.97,scattered clouds
350,Pochutla,MX,2022-11-30 21:30:38,15.7432,-96.4661,87.82,62,29,5.64,scattered clouds
351,Saint-Francois,FR,2022-11-30 21:30:39,46.4154,3.9054,43.68,93,75,4.61,broken clouds
352,Tulum,MX,2022-11-30 21:26:44,20.2167,-87.4667,79.88,83,94,5.53,light rain
353,Port Macquarie,AU,2022-11-30 21:30:40,-31.4333,152.9167,60.89,61,100,6.26,moderate rain
354,Umm Kaddadah,SD,2022-11-30 21:30:41,13.6017,26.6876,76.48,19,21,16.55,few clouds
355,Gondar,ET,2022-11-30 21:30:41,12.6,37.4667,58.05,36,9,7.38,clear sky
356,Dalbandin,PK,2022-11-30 21:30:41,28.8947,64.4101,58.15,30,100,6.06,overcast clouds
357,Davenda,RU,2022-11-30 21:30:42,53.5556,119.317,-26.88,96,30,3.51,scattered clouds
358,Porto Novo,BJ,2022-11-30 21:28:32,6.4965,2.6036,82.22,80,47,6.4,scattered clouds
359,Naze,JP,2022-11-30 21:30:43,28.3667,129.4833,58.12,75,100,18.66,overcast clouds
360,The Valley,AI,2022-11-30 21:28:41,18.217,-63.0578,80.74,74,40,8.05,scattered clouds
361,Laguna De Perlas,NI,2022-11-30 21:31:44,12.3429,-83.6712,75.29,86,99,7.72,overcast clouds
362,Atar,MR,2022-11-30 21:31:45,20.5169,-13.0499,71.98,16,7,6.91,clear sky
363,Port Hardy,CA,2022-11-30 21:30:24,50.6996,-127.4199,32.18,80,75,8.05,broken clouds
364,Valparaiso,CL,2022-11-30 21:28:53,-33.0393,-71.6273,68.23,68,20,8.05,few clouds
365,Srandakan,ID,2022-11-30 21:31:46,-7.9386,110.2506,77.31,79,100,3.36,overcast clouds
366,Conde,BR,2022-11-30 21:31:46,-7.2597,-34.9075,80.06,74,20,6.91,few clouds
367,Andapa,MG,2022-11-30 21:31:47,-14.65,49.65,68.7,96,76,0.29,broken clouds
368,Bako,ET,2022-11-30 21:31:47,5.7833,36.5667,67.64,45,100,3.74,overcast clouds
369,Umarkot,PK,2022-11-30 21:31:48,25.3616,69.7362,64.6,26,0,5.53,clear sky
370,Vao,NC,2022-11-30 21:29:36,-22.6667,167.4833,77.68,84,88,6.73,overcast clouds
371,Husavik,IS,2022-11-30 21:28:52,66.0449,-17.3389,41.5,89,100,13.51,overcast clouds
372,San Policarpo,PH,2022-11-30 21:31:49,12.1791,125.5072,82.11,82,94,15.37,overcast clouds
373,Tautira,PF,2022-11-30 21:31:49,-17.7333,-149.15,78.4,81,32,12.91,scattered clouds
374,Mahebourg,MU,2022-11-30 21:31:50,-20.4081,57.7,74.25,83,40,2.3,scattered clouds
375,Kijang,KR,2022-11-30 21:31:51,35.2442,129.2139,31.73,27,95,5.06,overcast clouds
376,Itarema,BR,2022-11-30 21:31:51,-2.9248,-39.9167,79.72,73,92,14.7,overcast clouds
377,Touros,BR,2022-11-30 21:31:52,-5.1989,-35.4608,79.05,68,100,11.34,overcast clouds
378,Bulembu,SZ,2022-11-30 21:31:52,-25.9667,31.1333,54.59,90,0,0.98,clear sky
379,Maple Creek,CA,2022-11-30 21:31:53,49.9168,-109.4848,14.05,62,100,10.36,snow
380,Lasa,IT,2022-11-30 21:31:53,46.6166,10.7002,41.88,92,100,2.33,overcast clouds
381,Ust-Nera,RU,2022-11-30 21:31:54,64.5667,143.2,-21.6,99,100,8.5,overcast clouds
382,Belfast,GB,2022-11-30 21:27:45,54.5833,-5.9333,49.82,93,75,10.36,drizzle
383,Avera,US,2022-11-30 21:31:55,33.194,-82.5271,68.05,65,39,15.48,scattered clouds
384,Campbell River,CA,2022-11-30 21:30:17,50.0163,-125.2446,35.13,86,75,0.0,broken clouds
385,Majene,ID,2022-11-30 21:31:56,-3.5403,118.9707,78.8,81,100,5.28,moderate rain
386,Pitimbu,BR,2022-11-30 21:31:56,-7.4706,-34.8086,81.19,70,100,10.25,overcast clouds
387,Brzeg,PL,2022-11-30 21:31:57,50.8608,17.4674,32.11,85,84,6.08,broken clouds
388,Komsomolskiy,UZ,2022-11-30 21:31:57,40.4272,71.7189,48.92,71,40,13.8,scattered clouds
389,Kushmurun,KZ,2022-11-30 21:31:58,52.4503,64.6311,2.82,90,91,9.4,overcast clouds
390,Dawson Creek,CA,2022-11-30 21:30:23,55.7666,-120.2362,-7.96,71,100,9.22,light snow
391,Puerto Escondido,MX,2022-11-30 21:27:57,15.85,-97.0667,83.23,61,75,8.05,thunderstorm
392,Muros,ES,2022-11-30 21:31:59,42.7762,-9.0603,50.09,91,97,5.23,overcast clouds
393,San Javier,ES,2022-11-30 21:32:00,37.8063,-0.8374,58.12,74,0,2.3,clear sky
394,Khandyga,RU,2022-11-30 21:32:01,62.6667,135.6,-32.35,96,100,0.98,overcast clouds
395,Marawi,PH,2022-11-30 21:32:01,7.9986,124.2928,67.17,95,41,1.41,scattered clouds
396,Ilulissat,GL,2022-11-30 21:32:03,69.2167,-51.1,23.02,86,100,27.63,light snow
397,Guerrero Negro,MX,2022-11-30 21:32:04,27.9769,-114.0611,64.42,61,33,13.29,scattered clouds
398,Buin,CL,2022-11-30 21:32:05,-33.7333,-70.75,79.05,34,0,11.63,clear sky
399,Darhan,MN,2022-11-30 21:32:06,49.4867,105.9228,-8.57,87,41,7.02,scattered clouds
400,Constitucion,CL,2022-11-30 21:32:07,-35.3333,-72.4167,60.12,67,0,17.6,clear sky
401,Sioux Lookout,CA,2022-11-30 21:32:07,50.1001,-91.917,15.87,79,100,17.27,overcast clouds
402,Oktyabrskiy,RU,2022-11-30 21:32:08,54.4815,53.471,5.45,98,83,1.77,broken clouds
403,Lata,PT,2022-11-30 21:30:41,40.1629,-8.3327,52.07,93,100,4.97,overcast clouds
404,Kardla,EE,2022-11-30 21:33:09,58.9978,22.7492,29.05,92,100,4.97,overcast clouds
405,Eenhana,NA,2022-11-30 21:33:09,-17.4667,16.3333,77.9,38,64,4.83,broken clouds
406,Usinsk,RU,2022-11-30 21:33:10,65.9939,57.5281,-9.99,100,99,3.44,overcast clouds
407,Lovozero,RU,2022-11-30 21:33:11,68.005,35.0117,20.88,89,100,2.66,overcast clouds
408,Susanville,US,2022-11-30 21:33:12,40.4163,-120.653,47.91,39,0,15.99,clear sky
409,Capreol,CA,2022-11-30 21:33:13,46.706,-80.9225,30.67,64,100,20.71,overcast clouds
410,San Marcos,US,2022-11-30 21:33:14,33.1434,-117.1661,64.22,66,100,9.22,overcast clouds
411,Gouyave,GD,2022-11-30 21:33:16,12.1646,-61.7296,81.37,74,20,11.5,few clouds
412,Fomboni,KM,2022-11-30 21:33:17,-12.28,43.7425,79.12,71,0,3.98,clear sky
413,Portland,US,2022-11-30 21:31:22,45.5234,-122.6762,49.51,88,75,12.66,broken clouds
414,Saint-Louis,SN,2022-11-30 21:33:18,16.3333,-15.0,78.44,15,9,11.36,clear sky
415,Taoudenni,ML,2022-11-30 21:33:19,22.6783,-3.9836,66.52,19,0,10.33,clear sky
416,Kavieng,PG,2022-11-30 21:33:21,-2.5744,150.7967,82.83,71,26,1.86,scattered clouds
417,Maxixe,MZ,2022-11-30 21:33:21,-23.8597,35.3472,70.77,88,21,7.81,light rain
418,Tuatapere,NZ,2022-11-30 21:29:17,-46.1333,167.6833,52.77,73,86,6.82,overcast clouds
419,Katesh,TZ,2022-11-30 21:33:22,-4.5167,35.3833,60.01,82,100,6.44,overcast clouds
420,Vila Velha,BR,2022-11-30 21:33:23,-20.3297,-40.2925,76.95,94,100,6.91,moderate rain
421,Honningsvag,NO,2022-11-30 21:33:24,70.9821,25.9704,35.35,80,75,17.27,broken clouds
422,Bubaque,GW,2022-11-30 21:33:25,11.2833,-15.8333,81.84,66,43,12.19,scattered clouds
423,Alappuzha,IN,2022-11-30 21:33:26,9.49,76.3264,78.01,87,53,5.39,broken clouds
424,Ko Samui,TH,2022-11-30 21:33:27,9.5357,99.9357,80.33,77,100,1.21,overcast clouds
425,Yantongshan,CN,2022-11-30 21:33:27,43.2919,126.0094,4.77,64,76,13.62,broken clouds
426,Nokha,IN,2022-11-30 21:33:28,27.6,73.4167,59.38,28,0,6.35,clear sky
427,Beruwala,LK,2022-11-30 21:33:28,6.4788,79.9828,75.87,87,100,4.97,overcast clouds
428,Lingao,CN,2022-11-30 21:33:29,19.9103,109.6859,70.99,89,100,20.78,overcast clouds
429,Manuk Mangkaw,PH,2022-11-30 21:33:30,4.8,119.85,81.7,75,97,7.11,overcast clouds
430,Ballina,AU,2022-11-30 21:33:30,-28.8667,153.5667,60.01,99,100,18.34,light rain
431,Vestmannaeyjar,IS,2022-11-30 21:28:47,63.4427,-20.2734,47.07,82,92,22.12,overcast clouds
432,Port Keats,AU,2022-11-30 21:33:31,-14.25,129.55,81.59,58,93,5.75,overcast clouds
433,Kilindoni,TZ,2022-11-30 21:33:31,-7.9139,39.6668,79.48,82,44,9.33,scattered clouds
434,Prado,BR,2022-11-30 21:33:32,-17.3411,-39.2208,76.87,91,100,6.51,light rain
435,Tomatlan,MX,2022-11-30 21:33:32,19.9333,-105.25,82.96,58,14,7.36,few clouds
436,Gambela,ET,2022-11-30 21:33:33,8.25,34.5833,76.87,59,30,3.8,scattered clouds
437,Kalmunai,LK,2022-11-30 21:33:33,7.4167,81.8167,76.69,85,94,1.28,overcast clouds
438,Hokitika,NZ,2022-11-30 21:33:34,-42.7167,170.9667,55.94,81,99,13.27,overcast clouds
439,Moron,AR,2022-11-30 21:33:34,-34.6534,-58.6198,77.99,65,87,14.0,overcast clouds
440,Usakos,NA,2022-11-30 21:33:35,-22.0,15.6,78.62,33,16,4.18,few clouds
441,Eyl,SO,2022-11-30 21:33:35,7.9803,49.8164,77.32,78,11,13.18,few clouds
442,Rawson,AR,2022-11-30 21:33:36,-43.3002,-65.1023,67.51,45,24,25.81,few clouds
443,Kulhudhuffushi,MV,2022-11-30 21:33:36,6.6221,73.07,81.18,67,27,2.04,heavy intensity rain
444,Santiago,CL,2022-11-30 21:30:19,-33.4569,-70.6483,78.28,42,20,19.57,few clouds
445,Tigil,RU,2022-11-30 21:33:37,57.8,158.6667,24.66,96,100,4.32,light snow
446,Wahiawa,US,2022-11-30 21:33:38,21.5028,-158.0236,81.79,63,20,9.22,few clouds
447,Hualmay,PE,2022-11-30 21:33:38,-11.0964,-77.6139,70.72,75,66,9.66,broken clouds
448,Juterbog,DE,2022-11-30 21:33:39,51.9833,13.0833,35.19,95,64,1.99,broken clouds
449,Kimbe,PG,2022-11-30 21:33:39,-5.5502,150.1429,80.94,82,80,0.92,broken clouds
450,Pallasovka,RU,2022-11-30 21:34:39,50.05,46.8833,21.63,68,0,6.71,clear sky
451,Catalina Foothills,US,2022-11-30 21:34:40,32.2979,-110.9187,76.3,23,20,3.0,few clouds
452,Silifke,TR,2022-11-30 21:34:40,36.3778,33.9344,62.91,71,100,6.15,overcast clouds
453,Aksaray,TR,2022-11-30 21:34:41,38.3726,34.0254,49.55,70,100,3.33,overcast clouds
454,Kysyl-Syr,RU,2022-11-30 21:34:41,63.8986,122.7617,-29.78,98,100,4.94,overcast clouds
455,Saint-Joseph,RE,2022-11-30 21:34:42,-21.3667,55.6167,73.78,78,49,7.34,scattered clouds
456,Doctor Juan Leon Mallorquin,PY,2022-11-30 21:34:42,-25.4,-55.2667,83.93,71,45,3.85,scattered clouds
457,Shellbrook,CA,2022-11-30 21:34:43,53.2168,-106.4011,-6.57,94,100,7.27,overcast clouds
458,Imbituba,BR,2022-11-30 21:34:43,-28.24,-48.6703,74.86,97,100,12.62,moderate rain
459,Faya,SA,2022-11-30 21:34:44,18.3851,42.4509,57.31,80,86,2.26,overcast clouds
460,Rangpur,BD,2022-11-30 21:34:44,25.75,89.25,64.53,59,14,6.53,few clouds
461,Cockburn Town,TC,2022-11-30 21:34:45,21.4612,-71.1419,82.36,61,40,9.22,scattered clouds
462,Batticaloa,LK,2022-11-30 21:34:45,7.7102,81.6924,77.59,83,90,1.23,overcast clouds
463,Aykhal,RU,2022-11-30 21:34:46,66.0,111.5,-28.59,99,98,11.43,overcast clouds
464,Stromness,GB,2022-11-30 21:34:46,58.965,-3.296,46.87,87,100,18.01,overcast clouds
465,Karpathos,GR,2022-11-30 21:34:47,35.507,27.2132,64.36,77,26,13.8,scattered clouds
466,Sao Jose Da Coroa Grande,BR,2022-11-30 21:34:47,-8.8978,-35.1478,77.65,78,100,9.71,overcast clouds
467,Eureka,US,2022-11-30 21:34:48,40.8021,-124.1637,56.01,63,100,13.0,overcast clouds
468,Keita,NE,2022-11-30 21:34:48,14.7551,5.7749,70.75,23,4,6.67,clear sky
469,Tulun,RU,2022-11-30 21:34:49,54.5611,100.5792,-1.55,80,56,8.75,broken clouds
470,Pierre,US,2022-11-30 21:34:49,44.3683,-100.351,26.28,51,0,10.0,clear sky
471,Biryusinsk,RU,2022-11-30 21:34:50,55.9634,97.8235,-1.98,80,92,14.97,overcast clouds
472,Inhambane,MZ,2022-11-30 21:31:56,-23.865,35.3833,71.92,85,20,9.57,light rain
473,Macas,EC,2022-11-30 21:31:34,-2.3167,-78.1167,83.95,57,75,6.91,broken clouds
474,Grand Gaube,MU,2022-11-30 21:34:50,-20.0064,57.6608,74.37,75,50,1.01,scattered clouds
475,Kisangani,CD,2022-11-30 21:34:51,0.5167,25.2,67.57,99,83,1.79,broken clouds
476,Kloulklubed,PW,2022-11-30 21:34:51,7.0419,134.2556,77.5,76,99,17.34,overcast clouds
477,Galveston,US,2022-11-30 21:34:52,29.3669,-94.9669,66.29,47,0,19.57,clear sky
478,Sabha,LY,2022-11-30 21:34:52,27.0377,14.4283,52.99,34,0,5.12,clear sky
479,Chimbote,PE,2022-11-30 21:32:17,-9.0853,-78.5783,69.64,76,79,10.07,broken clouds
480,Tallahassee,US,2022-11-30 21:30:28,30.4383,-84.2807,69.67,88,75,4.61,broken clouds
481,Opuwo,NA,2022-11-30 21:30:33,-18.0607,13.84,71.31,47,35,6.76,scattered clouds
482,Shenjiamen,CN,2022-11-30 21:34:54,29.9576,122.298,47.61,92,100,23.06,overcast clouds
483,Teguise,ES,2022-11-30 21:34:54,29.0605,-13.564,61.02,68,20,4.61,few clouds
484,Sorong,ID,2022-11-30 21:34:55,-0.8833,131.25,79.25,82,100,5.01,overcast clouds
485,Orange Cove,US,2022-11-30 21:34:55,36.6244,-119.3137,64.24,40,0,0.0,haze
486,Kahului,US,2022-11-30 21:33:42,20.8947,-156.47,81.84,80,20,13.0,few clouds
487,Clyde River,CA,2022-11-30 21:34:56,70.4692,-68.5914,-21.77,69,0,6.91,clear sky
488,Nizhniy Kuranakh,RU,2022-11-30 21:34:56,58.8353,125.4869,-11.97,93,100,8.25,overcast clouds
489,Caibarien,CU,2022-11-30 21:34:57,22.5206,-79.4669,85.32,76,29,13.56,scattered clouds
490,La Romana,DO,2022-11-30 21:30:22,18.4273,-68.9728,82.76,69,20,8.05,few clouds
491,Anstruther,GB,2022-11-30 21:34:58,56.2231,-2.7023,41.45,93,100,3.44,mist
492,Pelym,RU,2022-11-30 21:34:58,61.0108,61.9978,6.22,96,100,2.84,overcast clouds
493,Talnakh,RU,2022-11-30 21:34:59,69.4865,88.3972,-3.1,100,99,5.23,overcast clouds
494,Jiangmen,CN,2022-11-30 21:35:00,22.5833,113.0833,56.98,64,100,14.58,overcast clouds
495,Basoko,CD,2022-11-30 21:35:00,1.2391,23.616,69.85,96,99,1.83,overcast clouds
496,Los Andes,CL,2022-11-30 21:31:48,-32.8337,-70.5983,75.0,45,25,10.18,scattered clouds
497,Soria,ES,2022-11-30 21:36:01,41.6667,-2.6667,35.85,92,43,1.97,scattered clouds
498,Camacha,PT,2022-11-30 21:36:01,33.0833,-16.3333,63.82,77,40,10.36,scattered clouds
499,Bamako,ML,2022-11-30 21:33:36,12.65,-8.0,75.61,50,89,0.0,overcast clouds
500,Sarkand,KZ,2022-11-30 21:36:02,45.41,79.9186,29.64,87,100,3.18,overcast clouds
501,Antalaha,MG,2022-11-30 21:36:03,-14.9003,50.2788,71.11,92,7,3.6,clear sky
502,Borogontsy,RU,2022-11-30 21:36:03,62.6683,131.1683,-27.8,96,100,3.8,overcast clouds
503,Valdivia,CL,2022-11-30 21:32:04,-39.8142,-73.2459,66.29,38,5,1.97,clear sky
504,West Bay,KY,2022-11-30 21:36:05,19.3667,-81.4167,86.07,74,20,10.36,few clouds
505,Gandajika,CD,2022-11-30 21:36:05,-6.75,23.95,67.24,95,100,2.13,light rain
506,Haicheng,CN,2022-11-30 21:36:06,40.8516,122.7475,16.14,30,0,8.86,clear sky
507,Aflao,TG,2022-11-30 21:36:07,6.116,1.1914,80.67,79,85,7.96,overcast clouds
508,Dauphin,CA,2022-11-30 21:36:07,51.1494,-100.0502,3.34,78,100,4.61,overcast clouds
509,Riachao Das Neves,BR,2022-11-30 21:36:08,-11.7461,-44.91,69.82,94,100,1.79,overcast clouds
510,Grindavik,IS,2022-11-30 21:36:08,63.8424,-22.4338,46.35,93,75,27.63,broken clouds
511,Carlagan,PH,2022-11-30 21:36:09,14.975,122.0456,79.9,84,100,18.95,overcast clouds
512,Durres,AL,2022-11-30 21:36:10,41.3231,19.4414,48.38,68,100,7.63,overcast clouds
513,Dunedin,NZ,2022-11-30 21:32:27,-45.8742,170.5036,60.8,60,18,10.0,few clouds
514,Yar-Sale,RU,2022-11-30 21:36:11,66.8333,70.8333,-9.74,100,26,4.36,scattered clouds
515,Saint Anthony,US,2022-11-30 21:36:12,45.0205,-93.218,19.35,66,75,23.02,broken clouds
516,Ulaangom,MN,2022-11-30 21:36:12,49.9811,92.0667,-11.7,95,100,1.28,overcast clouds
517,Lokosovo,RU,2022-11-30 21:36:13,61.1333,74.8167,-18.44,99,33,1.79,scattered clouds
518,Leh,IN,2022-11-30 21:36:13,34.1667,77.5833,19.51,56,94,0.98,overcast clouds
519,Newport,GB,2022-11-30 21:36:14,51.5877,-2.9984,45.01,76,48,3.98,scattered clouds
